GEN: 487   AVG SCORE: 27.976363636363637    	AVG RATIO: 0.03527532565227943   	BEST SCORE: 97   	BEST RATIO: 0.04316866933689364   WON: 1    	WON AVG RATIO: 0.04316866933689364   	WON MEDIAN RATIO: 0.04316866933689364
GEN: 488   AVG SCORE: 27.76090909090909     	AVG RATIO: 0.035558262583077836  	BEST SCORE: 91   	BEST RATIO: 0.03514870606411742   WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 489   AVG SCORE: 27.25                 	AVG RATIO: 0.03591924301273653   	BEST SCORE: 97   	BEST RATIO: 0.044231646146830825  WON: 1    	WON AVG RATIO: 0.044231646146830825  	WON MEDIAN RATIO: 0.044231646146830825
GEN: 490   AVG SCORE: 27.61                 	AVG RATIO: 0.035810964619604674  	BEST SCORE: 97   	BEST RATIO: 0.05036344755970924   WON: 3    	WON AVG RATIO: 0.045313832016106566  	WON MEDIAN RATIO: 0.04301552106430155
GEN: 491   AVG SCORE: 27.987272727272728    	AVG RATIO: 0.0360483384054095    	BEST SCORE: 90   	BEST RATIO: 0.046343975283213185  WON: 0    	WON AVG RATIO: 0                     	WON MEDIAN RATIO: 0
GEN: 492   AVG SCORE: 28.80818181818182     	AVG RATIO: 0.03803209669524502   	BEST SCORE: 97   	BEST RATIO: 0.04389140271493212   WON: 1    	WON AVG RATIO: 0.04389140271493212   	WON MEDIAN RATIO: 0.04389140271493212
GEN: 493   AVG SCORE: 28.574545454545454    	AVG RATIO: 0.03758226302985598   	BEST SCORE: 97   	BEST RATIO: 0.037221795855717575  WON: 1    	WON AVG RATIO: 0.037221795855717575  	WON MEDIAN RATIO: 0.037221795855717575
GEN: 494   AVG SCORE: 28.367272727272727    	AVG RATIO: 0.03681493868880555   	BEST SCORE: 97   	BEST RATIO: 0.047619047619047616  WON: 3    	WON AVG RATIO: 0.04280074259370003   	WON MEDIAN RATIO: 0.0409801436417406
GEN: 495   AVG SCORE: 28.13                 	AVG RATIO: 0.03524746521391846   	BEST SCORE: 97   	BEST RATIO: 0.04717898832684825   WON: 1    	WON AVG RATIO: 0.04717898832684825   	WON MEDIAN RATIO: 0.04717898832684825
GEN: 496   AVG SCORE: 27.477272727272727    	AVG RATIO: 0.03493883184539508   	BEST SCORE: 97   	BEST RATIO: 0.04608076009501188   WON: 2    	WON AVG RATIO: 0.04409072726972817   	WON MEDIAN RATIO: 0.04409072726972817
GEN: 497   AVG SCORE: 29.066363636363636    	AVG RATIO: 0.0364117715170062    	BEST SCORE: 97   	BEST RATIO: 0.048427358961557664  WON: 4    	WON AVG RATIO: 0.046088204140477755  	WON MEDIAN RATIO: 0.04662528929291754
GEN: 498   AVG SCORE: 28.413636363636364    	AVG RATIO: 0.035233384681879566  	BEST SCORE: 97   	BEST RATIO: 0.04579792256846081   WON: 3    	WON AVG RATIO: 0.04306332865283582   	WON MEDIAN RATIO: 0.04261862917398945
GEN: 499   AVG SCORE: 29.254545454545454    	AVG RATIO: 0.03588107260609024   	BEST SCORE: 97   	BEST RATIO: 0.0496417604912999    WON: 1    	WON AVG RATIO: 0.0496417604912999    	WON MEDIAN RATIO: 0.0496417604912999
GEN: 500   AVG SCORE: 28.943636363636365    	AVG RATIO: 0.03523801967170088   	BEST SCORE: 97   	BEST RATIO: 0.04303460514640639   WON: 2    	WON AVG RATIO: 0.04199872149212211   	WON MEDIAN RATIO: 0.04199872149212211
GEN: 501   AVG SCORE: 28.195454545454545    	AVG RATIO: 0.0361965208569909    	BEST SCORE: 97   	BEST RATIO: 0.04127659574468085   WON: 1    	WON AVG RATIO: 0.04127659574468085   	WON MEDIAN RATIO: 0.04127659574468085
GEN: 502   AVG SCORE: 29.23181818181818     	AVG RATIO: 0.03516443247857098   	BEST SCORE: 97   	BEST RATIO: 0.0400330169211721    WON: 2    	WON AVG RATIO: 0.038924890526862856  	WON MEDIAN RATIO: 0.038924890526862856
GEN: 503   AVG SCORE: 28.78181818181818     	AVG RATIO: 0.03772198582659825   	BEST SCORE: 97   	BEST RATIO: 0.044231646146830825  WON: 2    	WON AVG RATIO: 0.043652235151568165  	WON MEDIAN RATIO: 0.043652235151568165
GEN: 504   AVG SCORE: 29.31                 	AVG RATIO: 0.03493125872362289   	BEST SCORE: 97   	BEST RATIO: 0.04539073467477773   WON: 3    	WON AVG RATIO: 0.04254104809991827   	WON MEDIAN RATIO: 0.04505341384115188
GEN: 505   AVG SCORE: 29.963636363636365    	AVG RATIO: 0.03505939020118816   	BEST SCORE: 97   	BEST RATIO: 0.05243243243243243   WON: 6    	WON AVG RATIO: 0.04533825755030558   	WON MEDIAN RATIO: 0.04450823410750214
GEN: 506   AVG SCORE: 28.778181818181817    	AVG RATIO: 0.03580178595316113   	BEST SCORE: 97   	BEST RATIO: 0.051268498942917545  WON: 4    	WON AVG RATIO: 0.043563863317404944  	WON MEDIAN RATIO: 0.04371488478798455
GEN: 507   AVG SCORE: 30.74909090909091     	AVG RATIO: 0.034657686429247166  	BEST SCORE: 97   	BEST RATIO: 0.04692791485244315   WON: 4    	WON AVG RATIO: 0.044064417473700004  	WON MEDIAN RATIO: 0.04421799725136393
GEN: 508   AVG SCORE: 31.81909090909091     	AVG RATIO: 0.03557561904748254   	BEST SCORE: 97   	BEST RATIO: 0.05736250739207569   WON: 7    	WON AVG RATIO: 0.04570174428118645   	WON MEDIAN RATIO: 0.04334226988382484
GEN: 509   AVG SCORE: 30.951818181818183    	AVG RATIO: 0.035269568387520926  	BEST SCORE: 97   	BEST RATIO: 0.051160337552742616  WON: 4    	WON AVG RATIO: 0.04424355370113181   	WON MEDIAN RATIO: 0.042520221517863735
GEN: 510   AVG SCORE: 30.83                 	AVG RATIO: 0.03433514251637934   	BEST SCORE: 97   	BEST RATIO: 0.04801980198019802   WON: 5    	WON AVG RATIO: 0.04150861139655922   	WON MEDIAN RATIO: 0.038660821044240734
GEN: 511   AVG SCORE: 32.78181818181818     	AVG RATIO: 0.035427549330319635  	BEST SCORE: 97   	BEST RATIO: 0.050520833333333334  WON: 4    	WON AVG RATIO: 0.04551051937180248   	WON MEDIAN RATIO: 0.045644487692865277
GEN: 512   AVG SCORE: 32.11272727272727     	AVG RATIO: 0.036257084102067356  	BEST SCORE: 97   	BEST RATIO: 0.05376940133037694   WON: 10   	WON AVG RATIO: 0.04704663371368244   	WON MEDIAN RATIO: 0.04630376491089917
GEN: 513   AVG SCORE: 31.676363636363636    	AVG RATIO: 0.035723005415680104  	BEST SCORE: 97   	BEST RATIO: 0.06089139987445072   WON: 11   	WON AVG RATIO: 0.04452035764264512   	WON MEDIAN RATIO: 0.043400447427293064
GEN: 514   AVG SCORE: 33.32090909090909     	AVG RATIO: 0.034824902076963385  	BEST SCORE: 97   	BEST RATIO: 0.049188640973630834  WON: 7    	WON AVG RATIO: 0.04516954356890779   	WON MEDIAN RATIO: 0.04507434944237918
GEN: 515   AVG SCORE: 31.917272727272728    	AVG RATIO: 0.03486566230798004   	BEST SCORE: 97   	BEST RATIO: 0.05257452574525745   WON: 10   	WON AVG RATIO: 0.04668819436526862   	WON MEDIAN RATIO: 0.04716479157728524
GEN: 516   AVG SCORE: 33.40090909090909     	AVG RATIO: 0.03695643046977013   	BEST SCORE: 97   	BEST RATIO: 0.055587392550143264  WON: 9    	WON AVG RATIO: 0.04673725319481155   	WON MEDIAN RATIO: 0.045116279069767444
GEN: 517   AVG SCORE: 32.488181818181815    	AVG RATIO: 0.033660430508432725  	BEST SCORE: 97   	BEST RATIO: 0.04931367564819522   WON: 12   	WON AVG RATIO: 0.04391585220473323   	WON MEDIAN RATIO: 0.04345020108653343
GEN: 518   AVG SCORE: 32.27454545454545     	AVG RATIO: 0.035196366820824485  	BEST SCORE: 97   	BEST RATIO: 0.0518439337252806    WON: 15   	WON AVG RATIO: 0.04456793344264784   	WON MEDIAN RATIO: 0.0427689594356261
GEN: 519   AVG SCORE: 34.31454545454545     	AVG RATIO: 0.037039306447700024  	BEST SCORE: 97   	BEST RATIO: 0.05260303687635575   WON: 8    	WON AVG RATIO: 0.04468478012549668   	WON MEDIAN RATIO: 0.04451673667982779
GEN: 520   AVG SCORE: 34.057272727272725    	AVG RATIO: 0.035572968130435235  	BEST SCORE: 97   	BEST RATIO: 0.05075876504447933   WON: 15   	WON AVG RATIO: 0.04539781476011846   	WON MEDIAN RATIO: 0.04652278177458034
GEN: 521   AVG SCORE: 34.03454545454545     	AVG RATIO: 0.03582285489564802   	BEST SCORE: 97   	BEST RATIO: 0.05368013281682346   WON: 17   	WON AVG RATIO: 0.044105934038813036  	WON MEDIAN RATIO: 0.043400447427293064
GEN: 522   AVG SCORE: 33.74090909090909     	AVG RATIO: 0.035972120291584246  	BEST SCORE: 97   	BEST RATIO: 0.05254604550379198   WON: 17   	WON AVG RATIO: 0.046023643114237615  	WON MEDIAN RATIO: 0.04541198501872659
GEN: 523   AVG SCORE: 33.20909090909091     	AVG RATIO: 0.03413276415784939   	BEST SCORE: 97   	BEST RATIO: 0.0491637100861632    WON: 23   	WON AVG RATIO: 0.04278850298545034   	WON MEDIAN RATIO: 0.04259991216512956
GEN: 524   AVG SCORE: 34.89727272727273     	AVG RATIO: 0.03544778152353468   	BEST SCORE: 97   	BEST RATIO: 0.05203862660944206   WON: 15   	WON AVG RATIO: 0.04379145224271009   	WON MEDIAN RATIO: 0.04478301015697138
GEN: 525   AVG SCORE: 34.40090909090909     	AVG RATIO: 0.03639220210061975   	BEST SCORE: 97   	BEST RATIO: 0.05689149560117302   WON: 13   	WON AVG RATIO: 0.04444068675939797   	WON MEDIAN RATIO: 0.04295837023914969
GEN: 526   AVG SCORE: 34.768181818181816    	AVG RATIO: 0.03625110265372706   	BEST SCORE: 97   	BEST RATIO: 0.05587557603686636   WON: 14   	WON AVG RATIO: 0.045220867627918895  	WON MEDIAN RATIO: 0.044110968649185206
GEN: 527   AVG SCORE: 37.56727272727273     	AVG RATIO: 0.036499106618932284  	BEST SCORE: 97   	BEST RATIO: 0.052206673842841764  WON: 23   	WON AVG RATIO: 0.04515714771443062   	WON MEDIAN RATIO: 0.04470046082949309
GEN: 528   AVG SCORE: 35.53363636363636     	AVG RATIO: 0.034623495494455     	BEST SCORE: 97   	BEST RATIO: 0.05251759610178668   WON: 20   	WON AVG RATIO: 0.04518425101606299   	WON MEDIAN RATIO: 0.04621274436103878
GEN: 529   AVG SCORE: 34.92636363636364     	AVG RATIO: 0.03540466001461005   	BEST SCORE: 97   	BEST RATIO: 0.05195500803427959   WON: 20   	WON AVG RATIO: 0.04630118201408036   	WON MEDIAN RATIO: 0.04652304931910195
GEN: 530   AVG SCORE: 34.79090909090909     	AVG RATIO: 0.035976203864636784  	BEST SCORE: 97   	BEST RATIO: 0.052460789616008655  WON: 23   	WON AVG RATIO: 0.0449775001058241    	WON MEDIAN RATIO: 0.044413919413919416
GEN: 531   AVG SCORE: 35.36363636363637     	AVG RATIO: 0.03557178528315271   	BEST SCORE: 97   	BEST RATIO: 0.06306892067620286   WON: 30   	WON AVG RATIO: 0.04564852701775724   	WON MEDIAN RATIO: 0.044703887978840146
GEN: 532   AVG SCORE: 35.75909090909091     	AVG RATIO: 0.035221951482203896  	BEST SCORE: 97   	BEST RATIO: 0.048841893252769386  WON: 24   	WON AVG RATIO: 0.04394394178353426   	WON MEDIAN RATIO: 0.043684034397436414
GEN: 533   AVG SCORE: 35.807272727272725    	AVG RATIO: 0.03635174051693856   	BEST SCORE: 97   	BEST RATIO: 0.055843408175014396  WON: 30   	WON AVG RATIO: 0.04532988949511953   	WON MEDIAN RATIO: 0.04520156041166552
GEN: 534   AVG SCORE: 35.38909090909091     	AVG RATIO: 0.035331448888206364  	BEST SCORE: 97   	BEST RATIO: 0.05773809523809524   WON: 26   	WON AVG RATIO: 0.045447530234639884  	WON MEDIAN RATIO: 0.0450639983562273
GEN: 535   AVG SCORE: 36.04090909090909     	AVG RATIO: 0.036230694342983066  	BEST SCORE: 97   	BEST RATIO: 0.05240410588870881   WON: 43   	WON AVG RATIO: 0.045394817435600705  	WON MEDIAN RATIO: 0.04503249767873723
GEN: 536   AVG SCORE: 35.089090909090906    	AVG RATIO: 0.03641883417572114   	BEST SCORE: 97   	BEST RATIO: 0.055491990846681924  WON: 37   	WON AVG RATIO: 0.04512831629669667   	WON MEDIAN RATIO: 0.04455672944418925
GEN: 537   AVG SCORE: 35.50545454545455     	AVG RATIO: 0.03562010281201991   	BEST SCORE: 97   	BEST RATIO: 0.05251759610178668   WON: 41   	WON AVG RATIO: 0.04466115425868756   	WON MEDIAN RATIO: 0.04401088929219601
GEN: 538   AVG SCORE: 36.79                 	AVG RATIO: 0.03541372002647504   	BEST SCORE: 97   	BEST RATIO: 0.054957507082152975  WON: 36   	WON AVG RATIO: 0.04580656018401218   	WON MEDIAN RATIO: 0.04525321139255384
GEN: 539   AVG SCORE: 37.161818181818184    	AVG RATIO: 0.036311107818869905  	BEST SCORE: 97   	BEST RATIO: 0.05753262158956109   WON: 40   	WON AVG RATIO: 0.04625029054117458   	WON MEDIAN RATIO: 0.04559342202473744
GEN: 540   AVG SCORE: 36.27272727272727     	AVG RATIO: 0.037032133798736336  	BEST SCORE: 97   	BEST RATIO: 0.052976515565264885  WON: 43   	WON AVG RATIO: 0.0447696858068294    	WON MEDIAN RATIO: 0.04429223744292238
GEN: 541   AVG SCORE: 38.89727272727273     	AVG RATIO: 0.03654463188438979   	BEST SCORE: 97   	BEST RATIO: 0.05787589498806683   WON: 49   	WON AVG RATIO: 0.04598704987102028   	WON MEDIAN RATIO: 0.04603701945894637
GEN: 542   AVG SCORE: 37.71727272727273     	AVG RATIO: 0.034529562325601115  	BEST SCORE: 97   	BEST RATIO: 0.05486425339366516   WON: 43   	WON AVG RATIO: 0.045499317205354536  	WON MEDIAN RATIO: 0.044845122515025426
GEN: 543   AVG SCORE: 36.67363636363636     	AVG RATIO: 0.037253499125368114  	BEST SCORE: 97   	BEST RATIO: 0.054895302773061684  WON: 56   	WON AVG RATIO: 0.04417260247010863   	WON MEDIAN RATIO: 0.04432261620660065
GEN: 544   AVG SCORE: 39.78454545454545     	AVG RATIO: 0.03540789744869445   	BEST SCORE: 97   	BEST RATIO: 0.056858147713950764  WON: 61   	WON AVG RATIO: 0.0454825069302582    	WON MEDIAN RATIO: 0.045284780578898225
GEN: 545   AVG SCORE: 35.80909090909091     	AVG RATIO: 0.03466084097121172   	BEST SCORE: 97   	BEST RATIO: 0.0588949605343048    WON: 49   	WON AVG RATIO: 0.04512330634023401   	WON MEDIAN RATIO: 0.04515828677839851
GEN: 546   AVG SCORE: 36.14818181818182     	AVG RATIO: 0.035172123381312745  	BEST SCORE: 97   	BEST RATIO: 0.05382907880133185   WON: 56   	WON AVG RATIO: 0.04442743434163016   	WON MEDIAN RATIO: 0.04382202147939211
GEN: 547   AVG SCORE: 37.10909090909091     	AVG RATIO: 0.03491499217565608   	BEST SCORE: 97   	BEST RATIO: 0.05437219730941704   WON: 61   	WON AVG RATIO: 0.04507795969862522   	WON MEDIAN RATIO: 0.044990723562152134
GEN: 548   AVG SCORE: 38.49818181818182     	AVG RATIO: 0.035020730581506676  	BEST SCORE: 97   	BEST RATIO: 0.05597230236583958   WON: 73   	WON AVG RATIO: 0.04530488509696027   	WON MEDIAN RATIO: 0.04541198501872659
GEN: 549   AVG SCORE: 37.89818181818182     	AVG RATIO: 0.03763965163387811   	BEST SCORE: 97   	BEST RATIO: 0.05428091773922775   WON: 72   	WON AVG RATIO: 0.044045543367227734  	WON MEDIAN RATIO: 0.04365440080368138
GEN: 550   AVG SCORE: 38.092727272727274    	AVG RATIO: 0.03368292341326376   	BEST SCORE: 97   	BEST RATIO: 0.053650442477876106  WON: 72   	WON AVG RATIO: 0.04527476807938396   	WON MEDIAN RATIO: 0.045443900361933146
GEN: 551   AVG SCORE: 37.45545454545454     	AVG RATIO: 0.035153869249914586  	BEST SCORE: 97   	BEST RATIO: 0.053978853644963826  WON: 57   	WON AVG RATIO: 0.04477081473826517   	WON MEDIAN RATIO: 0.04465930018416206
GEN: 552   AVG SCORE: 38.87090909090909     	AVG RATIO: 0.03614428937431862   	BEST SCORE: 97   	BEST RATIO: 0.05613425925925926   WON: 73   	WON AVG RATIO: 0.044805382397163106  	WON MEDIAN RATIO: 0.04465930018416206
GEN: 553   AVG SCORE: 39.72181818181818     	AVG RATIO: 0.03505973649446449   	BEST SCORE: 97   	BEST RATIO: 0.06470980653769179   WON: 68   	WON AVG RATIO: 0.04502087037934193   	WON MEDIAN RATIO: 0.04405089919155255
GEN: 554   AVG SCORE: 37.28818181818182     	AVG RATIO: 0.0357728700057319    	BEST SCORE: 97   	BEST RATIO: 0.05251759610178668   WON: 69   	WON AVG RATIO: 0.044746583145101534  	WON MEDIAN RATIO: 0.0443327239488117
GEN: 555   AVG SCORE: 36.584545454545456    	AVG RATIO: 0.033955523118417555  	BEST SCORE: 97   	BEST RATIO: 0.05263157894736842   WON: 73   	WON AVG RATIO: 0.04533926951840572   	WON MEDIAN RATIO: 0.04492820750347383
GEN: 556   AVG SCORE: 39.592727272727274    	AVG RATIO: 0.03536069117767736   	BEST SCORE: 97   	BEST RATIO: 0.055365296803652965  WON: 67   	WON AVG RATIO: 0.045576990160267956  	WON MEDIAN RATIO: 0.04573314474304573
GEN: 557   AVG SCORE: 38.375454545454545    	AVG RATIO: 0.03369055925743028   	BEST SCORE: 97   	BEST RATIO: 0.05359116022099448   WON: 57   	WON AVG RATIO: 0.04438240206169576   	WON MEDIAN RATIO: 0.04407087687414812
GEN: 558   AVG SCORE: 38.71                 	AVG RATIO: 0.035292242893047575  	BEST SCORE: 97   	BEST RATIO: 0.05577918343875791   WON: 71   	WON AVG RATIO: 0.044541419105708344  	WON MEDIAN RATIO: 0.043478260869565216
GEN: 559   AVG SCORE: 39.877272727272725    	AVG RATIO: 0.03500956167419768   	BEST SCORE: 97   	BEST RATIO: 0.05286103542234333   WON: 82   	WON AVG RATIO: 0.04424197588080798   	WON MEDIAN RATIO: 0.04428212967536352
GEN: 560   AVG SCORE: 39.872727272727275    	AVG RATIO: 0.03567644472581407   	BEST SCORE: 97   	BEST RATIO: 0.05861027190332326   WON: 80   	WON AVG RATIO: 0.04530023428383891   	WON MEDIAN RATIO: 0.04486590333401794
GEN: 561   AVG SCORE: 37.91909090909091     	AVG RATIO: 0.0358123829786007    	BEST SCORE: 97   	BEST RATIO: 0.05623188405797101   WON: 74   	WON AVG RATIO: 0.045642385676284494  	WON MEDIAN RATIO: 0.045614882795223355
GEN: 562   AVG SCORE: 39.63545454545454     	AVG RATIO: 0.034947925195025     	BEST SCORE: 97   	BEST RATIO: 0.056493884682585906  WON: 78   	WON AVG RATIO: 0.0451650057728112    	WON MEDIAN RATIO: 0.04454651941662392
GEN: 563   AVG SCORE: 40.10363636363636     	AVG RATIO: 0.035501128045245904  	BEST SCORE: 97   	BEST RATIO: 0.056791569086651054  WON: 80   	WON AVG RATIO: 0.044868325810544715  	WON MEDIAN RATIO: 0.04446487618240716
GEN: 564   AVG SCORE: 39.58090909090909     	AVG RATIO: 0.03419079635918549   	BEST SCORE: 97   	BEST RATIO: 0.057464454976303314  WON: 71   	WON AVG RATIO: 0.04432734327120182   	WON MEDIAN RATIO: 0.043812104787714544
GEN: 565   AVG SCORE: 40.21                 	AVG RATIO: 0.0378387148001576    	BEST SCORE: 97   	BEST RATIO: 0.05455568053993251   WON: 70   	WON AVG RATIO: 0.044605571133677725  	WON MEDIAN RATIO: 0.04399092970521542
GEN: 566   AVG SCORE: 40.912727272727274    	AVG RATIO: 0.035452757162509195  	BEST SCORE: 97   	BEST RATIO: 0.055113636363636365  WON: 80   	WON AVG RATIO: 0.04445309915170379   	WON MEDIAN RATIO: 0.044413919413919416
GEN: 567   AVG SCORE: 41.99818181818182     	AVG RATIO: 0.033931154981106486  	BEST SCORE: 97   	BEST RATIO: 0.05555555555555555   WON: 105  	WON AVG RATIO: 0.04480047007492918   	WON MEDIAN RATIO: 0.04453627180899908
GEN: 568   AVG SCORE: 40.10272727272727     	AVG RATIO: 0.03454687361249006   	BEST SCORE: 97   	BEST RATIO: 0.053208996160175534  WON: 77   	WON AVG RATIO: 0.04328847323429956   	WON MEDIAN RATIO: 0.04399092970521542
GEN: 569   AVG SCORE: 42.026363636363634    	AVG RATIO: 0.03449643439960677   	BEST SCORE: 97   	BEST RATIO: 0.05113336847654191   WON: 85   	WON AVG RATIO: 0.04452501347271299   	WON MEDIAN RATIO: 0.04409090909090909
GEN: 570   AVG SCORE: 40.20181818181818     	AVG RATIO: 0.033721797112151695  	BEST SCORE: 97   	BEST RATIO: 0.052206673842841764  WON: 78   	WON AVG RATIO: 0.04364183310660387   	WON MEDIAN RATIO: 0.043168677886824505
GEN: 571   AVG SCORE: 38.051818181818184    	AVG RATIO: 0.034817571706304846  	BEST SCORE: 97   	BEST RATIO: 0.05581127733026467   WON: 83   	WON AVG RATIO: 0.04440459241887488   	WON MEDIAN RATIO: 0.04397098821396192
GEN: 572   AVG SCORE: 40.86545454545455     	AVG RATIO: 0.03478415941607597   	BEST SCORE: 97   	BEST RATIO: 0.05266015200868621   WON: 90   	WON AVG RATIO: 0.044167833255997005  	WON MEDIAN RATIO: 0.04465930965072581
GEN: 573   AVG SCORE: 39.58181818181818     	AVG RATIO: 0.035386950540774065  	BEST SCORE: 97   	BEST RATIO: 0.05418994413407821   WON: 90   	WON AVG RATIO: 0.0444416669194345    	WON MEDIAN RATIO: 0.044080892982528604
GEN: 574   AVG SCORE: 39.40909090909091     	AVG RATIO: 0.033698907271228665  	BEST SCORE: 97   	BEST RATIO: 0.055113636363636365  WON: 89   	WON AVG RATIO: 0.04414869650508869   	WON MEDIAN RATIO: 0.04395106479383779
GEN: 575   AVG SCORE: 42.00545454545455     	AVG RATIO: 0.0360223688065682    	BEST SCORE: 97   	BEST RATIO: 0.05954573357888275   WON: 105  	WON AVG RATIO: 0.04474343837714929   	WON MEDIAN RATIO: 0.04389140271493212
GEN: 576   AVG SCORE: 40.79909090909091     	AVG RATIO: 0.03336662581969906   	BEST SCORE: 97   	BEST RATIO: 0.055176336746302616  WON: 100  	WON AVG RATIO: 0.04417739620012836   	WON MEDIAN RATIO: 0.043871560308641463
GEN: 577   AVG SCORE: 41.762727272727275    	AVG RATIO: 0.03619443935517521   	BEST SCORE: 97   	BEST RATIO: 0.05574712643678161   WON: 105  	WON AVG RATIO: 0.04488885931508313   	WON MEDIAN RATIO: 0.045116279069767444
GEN: 578   AVG SCORE: 41.803636363636365    	AVG RATIO: 0.035002495101823586  	BEST SCORE: 97   	BEST RATIO: 0.05431131019036954   WON: 100  	WON AVG RATIO: 0.04432100466363045   	WON MEDIAN RATIO: 0.044272104909683876
GEN: 579   AVG SCORE: 42.24454545454545     	AVG RATIO: 0.03581631941177851   	BEST SCORE: 97   	BEST RATIO: 0.05458638154192459   WON: 112  	WON AVG RATIO: 0.04470221585173511   	WON MEDIAN RATIO: 0.0441210121239707
GEN: 580   AVG SCORE: 43.87090909090909     	AVG RATIO: 0.03517984184617091   	BEST SCORE: 97   	BEST RATIO: 0.05467869222096956   WON: 118  	WON AVG RATIO: 0.04409121902284405   	WON MEDIAN RATIO: 0.04350751508347969
GEN: 581   AVG SCORE: 42.78272727272727     	AVG RATIO: 0.035000626157640595  	BEST SCORE: 97   	BEST RATIO: 0.05464788732394366   WON: 107  	WON AVG RATIO: 0.04496401211809184   	WON MEDIAN RATIO: 0.044845122515025426
GEN: 582   AVG SCORE: 42.11363636363637     	AVG RATIO: 0.03500618020592353   	BEST SCORE: 97   	BEST RATIO: 0.054617117117117114  WON: 112  	WON AVG RATIO: 0.04413604120045546   	WON MEDIAN RATIO: 0.04430237292830817
GEN: 583   AVG SCORE: 41.68090909090909     	AVG RATIO: 0.03496196310256503   	BEST SCORE: 97   	BEST RATIO: 0.05240410588870881   WON: 99   	WON AVG RATIO: 0.04419014604454348   	WON MEDIAN RATIO: 0.04411095952705776
GEN: 584   AVG SCORE: 42.64181818181818     	AVG RATIO: 0.03435370296249083   	BEST SCORE: 97   	BEST RATIO: 0.056362579895409645  WON: 110  	WON AVG RATIO: 0.044566949209704776  	WON MEDIAN RATIO: 0.04420143327377971
GEN: 585   AVG SCORE: 42.41                 	AVG RATIO: 0.03561950696668028   	BEST SCORE: 97   	BEST RATIO: 0.05787589498806683   WON: 116  	WON AVG RATIO: 0.04458844719955759   	WON MEDIAN RATIO: 0.044373321681365555
GEN: 586   AVG SCORE: 42.57                 	AVG RATIO: 0.03441136173107333   	BEST SCORE: 97   	BEST RATIO: 0.05286103542234333   WON: 103  	WON AVG RATIO: 0.044117910761598544  	WON MEDIAN RATIO: 0.043931159420289856
GEN: 587   AVG SCORE: 44.15090909090909     	AVG RATIO: 0.03695972930358327   	BEST SCORE: 97   	BEST RATIO: 0.056791569086651054  WON: 117  	WON AVG RATIO: 0.044490536596298674  	WON MEDIAN RATIO: 0.0441712204007286
GEN: 588   AVG SCORE: 42.52454545454545     	AVG RATIO: 0.03399972408317914   	BEST SCORE: 97   	BEST RATIO: 0.053978853644963826  WON: 113  	WON AVG RATIO: 0.044340357271764656  	WON MEDIAN RATIO: 0.04459770114942529
GEN: 589   AVG SCORE: 42.72090909090909     	AVG RATIO: 0.034959329796705484  	BEST SCORE: 97   	BEST RATIO: 0.05995055624227441   WON: 122  	WON AVG RATIO: 0.04458065501551202   	WON MEDIAN RATIO: 0.043674020711391266
GEN: 590   AVG SCORE: 41.64909090909091     	AVG RATIO: 0.03369580947510878   	BEST SCORE: 97   	BEST RATIO: 0.06344015696533682   WON: 103  	WON AVG RATIO: 0.04401521259847995   	WON MEDIAN RATIO: 0.043284248103525214
GEN: 591   AVG SCORE: 43.04909090909091     	AVG RATIO: 0.03441853592576184   	BEST SCORE: 97   	BEST RATIO: 0.05422023476802683   WON: 106  	WON AVG RATIO: 0.04499793624090579   	WON MEDIAN RATIO: 0.04478515798608114
GEN: 592   AVG SCORE: 41.31454545454545     	AVG RATIO: 0.034333070574702106  	BEST SCORE: 97   	BEST RATIO: 0.0561667631731326    WON: 112  	WON AVG RATIO: 0.04456533253207047   	WON MEDIAN RATIO: 0.04430237292830817

